,start_date,FIRE_SIZE_CLASS,category,cause,size,lat,lon,buinfdr,ercnfdr,icnfdr,scnfdr,u10,v10,t2m,blh,cape,lai_hv,lai_lv,slt
218,2007-12-04,B,Human,Missing data/not specified/undetermined,0.5,34.13089,-81.05614,,,,,,,,,,,,
219,2017-07-10,A,Natural,Natural,0.2,32.90583333,-108.1375,32.0,56.0,23.0,3.0,,,,,,,,
220,1992-06-26,A,Natural,Natural,0.1,39.9333,-112.3008,,,,,,,,,,,,
221,2008-06-27,E,Human,Missing data/not specified/undetermined,450.0,39.69111111,-123.76111111,,,,,,,,,,,,
222,2010-04-20,B,Human,Misuse of fire by a minor,1.0,38.41777778,-78.27416667,10.0,14.0,17.0,1.0,8.000601768493652,-9.506032943725586,286.9038391113281,1457.81396484375,0.0,0.0,0.0,0.0
223,1992-04-30,B,Human,Missing data/not specified/undetermined,1.0,36.81139215,-93.45828337,,,,,,,,,,,,
224,2003-03-10,C,Human,Debris and open burning,20.0,31.2631,-90.5544,,,,,,,,,,,,
225,2003-06-13,E,Natural,Natural,700.0,26.36667001,-80.35,,,,,,,,,,,,
226,1994-08-02,A,Natural,Natural,0.1,45.49166667,-117.71666667,,,,,,,,,,,,
227,2009-05-25,A,Human,Smoking,0.1,46.36299124,-93.87081495,,,,,,,,,,,,
228,1999-08-24,B,Human,Arson/incendiarism,1.0,33.885,-94.4119,,,,,,,,,,,,
229,2001-06-18,B,Human,Equipment and vehicle use,0.3,38.463,-106.63,,,,,,,,,,,,
230,1993-05-10,A,Human,Equipment and vehicle use,0.2,35.0283,-80.485,,,,,,,,,,,,
231,1992-04-16,A,Human,Arson/incendiarism,0.23,33.2986,-84.26,,,,,,,,,,,,
232,2002-07-07,A,Natural,Natural,0.1,44.44944444,-119.99694444,,,,,,,,,,,,
233,2012-07-18,A,Human,Debris and open burning,0.1,31.15629722,-83.37076944,0.0,4.0,0.0,0.0,3.154935836791992,1.2442903518676758,299.002197265625,312.4151916503906,958.125,0.0,0.0,0.0
234,2007-04-19,B,Human,Equipment and vehicle use,0.28,32.17223035,-83.4697985,,,,,,,,,,,,
235,2014-05-22,A,Human,Debris and open burning,0.2,34.18263889,-83.06170556,24.0,18.0,24.0,5.0,,,,,,,,
236,2009-04-01,C,Human,Debris and open burning,15.0,31.05179213,-97.44929978,,,,,,,,,,,,
237,2011-07-08,A,Natural,Natural,0.1,40.26145172,-96.84379578,0.0,4.0,0.0,0.0,0.5669498443603516,-1.0293998718261719,294.54296875,152.3355712890625,12.875,0.0,0.0,0.0
238,2009-08-28,A,Natural,Natural,0.01,33.96833333,-110.85138889,,,,,,,,,,,,
239,2000-09-07,A,Natural,Natural,0.2,33.32194444,-116.90305555,,,,,,,,,,,,
240,2005-04-06,A,Human,Equipment and vehicle use,0.03,44.00499112,-90.55707825,,,,,,,,,,,,
241,2001-12-05,B,Human,Arson/incendiarism,5.0,37.9336,-82.785,,,,,,,,,,,,
242,2018-12-06,B,Human,Equipment and vehicle use,3.0,33.33944444,-81.57083333,11.0,17.0,7.0,1.0,,,,,,,,
243,2005-04-03,A,Human,Debris and open burning,0.1,47.8719,-95.0017,,,,,,,,,,,,
244,2020-04-12,A,Human,Arson/incendiarism,0.1,29.0444,-81.9768,43.0,41.0,22.0,8.0,,,,,,,,
245,1997-03-07,B,Missing data/not specified/undetermined,Missing data/not specified/undetermined,7.0,34.64527893,-106.29722595,,,,,,,,,,,,
246,2017-05-16,A,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.25,36.778905,-119.91232,5.0,3.0,5.0,1.0,,,,,,,,
247,2001-08-01,A,Human,Misuse of fire by a minor,0.01,48.4959,-114.4256,,,,,,,,,,,,
248,2006-09-08,B,Natural,Natural,0.5,46.04361111,-115.58277778,,,,,,,,,,,,
249,2010-04-07,A,Human,Missing data/not specified/undetermined,0.1,42.52544133,-73.80734226,10.0,14.0,26.0,1.0,-3.5292654037475586,7.168769836425781,282.0980224609375,204.2620086669922,271.125,0.0,0.0,0.0
250,2011-08-30,B,Human,Missing data/not specified/undetermined,1.0,33.946688,-117.213366,14.0,10.0,18.0,3.0,0.2161235809326172,5.247064590454102,298.500244140625,530.4431762695312,268.75,0.0,0.0,0.0
251,2009-01-13,B,Human,Missing data/not specified/undetermined,5.0,26.44405884,-98.48863057,,,,,,,,,,,,
252,1993-08-01,A,Human,Misuse of fire by a minor,0.1,35.5389,-113.4247,,,,,,,,,,,,
253,2020-09-26,A,Human,Missing data/not specified/undetermined,0.1,40.04355532,-105.2629413,12.0,11.0,15.0,2.0,,,,,,,,
254,2012-06-17,B,Human,Misuse of fire by a minor,1.0,35.68444444,-95.12,7.0,7.0,25.0,1.0,-4.974251747131348,-2.4081621170043945,294.96435546875,859.6449584960938,5.5,0.0,0.0,0.0
255,2008-03-26,A,Human,Missing data/not specified/undetermined,0.1,41.983426,-73.4212318,,,,,,,,,,,,
256,2002-11-25,B,Human,Arson/incendiarism,9.0,35.7039,-94.5147,,,,,,,,,,,,
257,2008-08-01,A,Human,Debris and open burning,0.01,44.09583,-123.66944,,,,,,,,,,,,
258,2000-01-11,B,Human,Debris and open burning,1.0,35.4833,-80.7333,,,,,,,,,,,,
259,2003-06-21,B,Human,Railroad operations and maintenance,0.5,46.15966629,-88.30919648,,,,,,,,,,,,
260,2007-11-20,C,Human,Arson/incendiarism,10.0,33.826397,-85.873162,,,,,,,,,,,,
261,2016-08-07,A,Human,Arson/incendiarism,0.1,47.9331,-98.844,3.0,1.0,2.0,1.0,,,,,,,,
262,1998-11-29,B,Human,Arson/incendiarism,2.0,32.95,-80.6333,,,,,,,,,,,,
263,2005-04-17,B,Human,Misuse of fire by a minor,4.0,36.09284,-78.90206,,,,,,,,,,,,
264,1992-01-11,A,Human,Debris and open burning,0.2,29.81,-85.3,,,,,,,,,,,,
265,2013-07-20,A,Human,Missing data/not specified/undetermined,0.01,48.0433,-114.8533,16.0,12.0,19.0,3.0,6.727217674255371,1.441864013671875,295.4638671875,874.338623046875,3.5,1.9871826171875,0.69757080078125,0.0
266,2011-06-02,B,Natural,Natural,1.0,29.3226,-82.7978,0.0,0.0,0.0,0.0,-3.3101749420166016,-0.7934627532958984,296.564208984375,429.5403137207031,3.625,0.0,0.0,0.0
267,2011-05-29,B,Human,Arson/incendiarism,0.87,33.88928777,-85.26197679,25.0,32.0,20.0,3.0,-6.405002593994141,-2.874234199523926,295.497802734375,604.108154296875,63.1875,0.0,0.0,0.0
268,2004-07-30,B,Human,Arson/incendiarism,1.0,31.0803,-90.6939,,,,,,,,,,,,
269,2019-04-25,B,Human,Debris and open burning,0.5,33.67918,-81.615593,9.0,3.0,11.0,4.0,,,,,,,,
270,2000-02-05,B,Human,Misuse of fire by a minor,0.5,31.2922,-81.457,,,,,,,,,,,,
271,2020-06-04,A,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.25,29.8938,-97.5879,0.0,0.0,0.0,0.0,,,,,,,,
272,2011-04-29,A,Human,Debris and open burning,0.25,45.38837335,-93.83709971,17.0,7.0,18.0,6.0,3.28682804107666,2.5843734741210938,282.3121032714844,182.85250854492188,2.6875,1.136474609375,0.0,0.0
273,2018-08-28,B,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.35,37.624498,-120.966176,0.0,6.0,0.0,0.0,,,,,,,,
274,2018-04-26,B,Human,Arson/incendiarism,0.8,42.0008,-92.6692,7.0,7.0,5.0,1.0,,,,,,,,
275,1999-06-09,B,Human,Debris and open burning,0.5,34.1,-80.15,,,,,,,,,,,,
276,2002-04-23,B,Human,Arson/incendiarism,6.0,47.9419,-98.8054,,,,,,,,,,,,
277,2004-05-15,A,Human,Missing data/not specified/undetermined,0.1,34.37917,-81.68055998,,,,,,,,,,,,
278,2007-01-09,B,Missing data/not specified/undetermined,Missing data/not specified/undetermined,4.0,18.024462,-66.8666,,,,,,,,,,,,
279,1998-03-23,B,Human,Arson/incendiarism,8.0,33.4081,-86.5439,,,,,,,,,,,,
280,2004-04-03,C,Human,Debris and open burning,12.0,36.28071998,-95.00919997,,,,,,,,,,,,
281,2005-12-26,B,Human,Missing data/not specified/undetermined,3.0,29.30000001,-98.77999997,,,,,,,,,,,,
282,2015-04-04,A,Human,Debris and open burning,0.2,39.58986676,-78.11463158,0.0,0.0,0.0,0.0,,,,,,,,
283,1998-06-22,B,Human,Debris and open burning,1.5,33.995,-78.5917,,,,,,,,,,,,
284,2005-09-10,A,Human,Debris and open burning,0.1,40.89537303,-73.41018851,,,,,,,,,,,,
285,2010-02-25,B,Human,Power generation/transmission/distribution,0.3,37.39694167,-79.32608611,0.0,0.0,0.0,0.0,-3.7186126708984375,5.2425537109375,290.6256103515625,742.0343017578125,60.4375,0.0,0.0,0.0
286,2012-08-02,B,Human,Other causes,1.0,40.87845,-121.674633,11.0,6.0,13.0,3.0,5.078827857971191,7.640981674194336,296.665283203125,725.1416625976562,330.625,0.0,0.0,0.0
287,2010-09-30,B,Human,Missing data/not specified/undetermined,2.0,29.13387,-97.79377,5.0,3.0,5.0,1.0,-6.168307304382324,3.637819290161133,298.77386474609375,523.7018432617188,1462.0,0.0,0.0,0.0
288,2014-08-11,A,Human,Missing data/not specified/undetermined,0.1,40.2873,-104.78,6.0,4.0,6.0,1.0,,,,,,,,
289,1999-09-11,A,Human,Recreation and ceremony,0.1,48.775,-114.95833333,,,,,,,,,,,,
290,2012-04-13,A,Human,Missing data/not specified/undetermined,0.01,34.85737958,-85.54238696,0.0,10.0,0.0,0.0,6.308332443237305,-7.887030601501465,288.4035949707031,1192.74560546875,3.5625,0.0,0.0,0.0
291,2016-06-07,A,Human,Equipment and vehicle use,0.1,43.9254,-73.7548,0.0,0.0,0.0,0.0,,,,,,,,
292,1997-09-17,A,Human,Arson/incendiarism,0.25,39.975,-74.57083,,,,,,,,,,,,
293,2007-08-31,A,Natural,Natural,0.1,46.70046,-115.6629,,,,,,,,,,,,
294,2015-03-22,B,Human,Debris and open burning,5.0,38.92,-94.97,0.0,8.0,0.0,0.0,,,,,,,,
295,1997-01-27,A,Human,Arson/incendiarism,0.1,34.65,-111.73833333,,,,,,,,,,,,
296,2006-06-02,F,Natural,Natural,1818.0,33.0386,-109.5939,,,,,,,,,,,,
297,2020-07-26,B,Human,Equipment and vehicle use,5.0,43.198224,-77.5792,5.0,3.0,5.0,1.0,,,,,,,,
298,1995-06-13,A,Human,Railroad operations and maintenance,0.1,47.031063,-91.696122,,,,,,,,,,,,
299,2008-07-28,B,Natural,Natural,0.3,37.3508,-112.4003,,,,,,,,,,,,
300,2018-01-30,C,Human,Debris and open burning,10.0,29.1399,-99.0494,25.0,33.0,19.0,3.0,,,,,,,,
301,1993-06-01,B,Human,Missing data/not specified/undetermined,2.0,37.22194444,-120.55111111,,,,,,,,,,,,
302,2014-01-23,A,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.1,38.884493,-121.302918,12.0,11.0,7.0,2.0,,,,,,,,
303,2000-07-16,A,Human,Missing data/not specified/undetermined,0.2,47.42773143,-92.31735162,,,,,,,,,,,,
304,2016-10-07,A,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.1,35.014778,-120.510239,4.0,2.0,4.0,1.0,,,,,,,,
305,2020-09-19,B,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0,42.00115,-71.90026,0.0,8.0,0.0,0.0,,,,,,,,
306,2011-02-15,C,Human,Arson/incendiarism,18.0,35.02481667,-83.73263333,0.0,6.0,0.0,0.0,13.534820556640625,-1.6583967208862305,290.15313720703125,1854.517578125,9.0,0.0,0.0,0.0
307,2000-06-29,A,Natural,Natural,0.1,35.15055556,-108.05138889,,,,,,,,,,,,
308,2009-05-20,B,Human,Missing data/not specified/undetermined,1.25,43.22742847,-77.62071862,,,,,,,,,,,,
309,2005-09-05,A,Human,Arson/incendiarism,0.2,37.997761,-122.03725,,,,,,,,,,,,
310,2016-07-06,B,Human,Missing data/not specified/undetermined,1.0,34.149485,-93.725224,0.0,0.0,0.0,0.0,,,,,,,,
311,2020-02-14,A,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.1,29.705,-94.101,7.0,3.0,5.0,2.0,,,,,,,,
312,1993-04-22,B,Human,Debris and open burning,3.0,45.34791132,-87.73865928,,,,,,,,,,,,
313,2016-05-27,B,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0,33.877927,-117.530081,5.0,3.0,5.0,1.0,,,,,,,,
314,2012-07-26,A,Natural,Natural,0.1,40.7669,-73.3108,0.0,0.0,0.0,0.0,7.011956214904785,-2.463277816772461,294.404052734375,580.0277709960938,0.0,0.0,0.0,0.0
315,2011-03-23,C,Missing data/not specified/undetermined,Missing data/not specified/undetermined,20.0,33.839291,-88.463189,8.0,9.0,12.0,1.0,6.247006416320801,-4.307328224182129,287.7561340332031,1137.581787109375,0.09375,0.0,0.0,0.0
316,1993-09-06,A,Natural,Natural,0.1,41.3,-120.93333333,,,,,,,,,,,,
317,1999-08-23,B,Human,Arson/incendiarism,1.5,34.3136,-85.485,,,,,,,,,,,,
318,2017-04-28,A,Human,Missing data/not specified/undetermined,0.01,38.7228,-104.7232,0.0,0.0,0.0,0.0,,,,,,,,
319,2008-11-04,B,Human,Arson/incendiarism,1.5,32.32628,-93.82205,,,,,,,,,,,,
320,1999-01-27,A,Human,Arson/incendiarism,0.1,34.06,-110.4257,,,,,,,,,,,,
321,2001-04-23,B,Human,Missing data/not specified/undetermined,4.5,46.56274313,-95.00758733,,,,,,,,,,,,
322,2018-04-13,D,Human,Equipment and vehicle use,200.0,32.81447,-103.114,56.0,22.0,60.0,26.0,,,,,,,,
323,2008-06-19,A,Human,Misuse of fire by a minor,0.1,45.73858,-121.82299,,,,,,,,,,,,
324,1997-06-23,A,Human,Debris and open burning,0.1,39.40805555,-123.74194444,,,,,,,,,,,,
325,2017-09-30,B,Human,Debris and open burning,0.3,34.18242222,-82.89232222,8.0,8.0,26.0,1.0,,,,,,,,
326,2000-09-06,F,Natural,Natural,1278.0,42.61833333,-103.33333333,,,,,,,,,,,,
327,2000-07-29,A,Human,Misuse of fire by a minor,0.2,64.055,-145.5245,,,,,,,,,,,,
328,2006-07-11,B,Human,Equipment and vehicle use,8.0,32.07054999,-94.54728,,,,,,,,,,,,
329,1993-03-11,A,Human,Missing data/not specified/undetermined,0.1,36.3083,-80.3017,,,,,,,,,,,,
330,2006-08-03,A,Human,Debris and open burning,0.1,37.42583333,-119.63305556,,,,,,,,,,,,
331,2010-08-10,A,Human,Missing data/not specified/undetermined,0.1,38.418579,-120.698842,42.0,61.0,32.0,5.0,8.120636940002441,1.6252593994140625,297.80029296875,708.114013671875,522.9375,0.0,0.0,0.0
332,2016-10-16,A,Human,Missing data/not specified/undetermined,0.01,37.000687,-119.886411,0.0,0.0,0.0,0.0,,,,,,,,
333,2019-06-05,A,Human,Equipment and vehicle use,0.2,35.333333,-118.566666,12.0,21.0,16.0,1.0,,,,,,,,
334,2011-01-24,B,Human,Missing data/not specified/undetermined,1.0,31.652212,-103.143425,21.0,10.0,23.0,7.0,3.478634834289551,-5.7829437255859375,288.10430908203125,1582.357666015625,0.03125,0.0,0.0,0.0
335,2009-02-17,B,Human,Arson/incendiarism,0.3,30.815451,-87.74206,,,,,,,,,,,,
336,1998-06-24,A,Human,Debris and open burning,0.1,27.0753,-81.0665,,,,,,,,,,,,
337,2018-09-14,A,Human,Missing data/not specified/undetermined,0.1,33.64940713,-111.9951205,10.0,14.0,12.0,1.0,,,,,,,,
338,1993-04-24,B,Human,Arson/incendiarism,0.3,34.005,-114.58694444,,,,,,,,,,,,
339,2015-01-22,A,Human,Debris and open burning,0.1,36.11603,-96.74806,0.0,0.0,0.0,0.0,,,,,,,,
340,2015-11-18,B,Human,Debris and open burning,6.0,38.2833,-83.1796,0.0,5.0,0.0,0.0,,,,,,,,
341,2018-06-22,B,Human,Firearms and explosives use,2.0,43.2781,-116.1411,0.0,10.0,0.0,0.0,,,,,,,,
342,2017-02-18,B,Human,Equipment and vehicle use,3.5,40.73778,-77.01222,0.0,6.0,0.0,0.0,,,,,,,,
343,2010-10-04,B,Human,Arson/incendiarism,1.8,28.3552,-82.6817,8.0,4.0,8.0,2.0,-6.890341758728027,2.74835205078125,299.28515625,666.022216796875,156.0,0.0,0.0,0.0
344,2019-04-14,B,Human,Power generation/transmission/distribution,0.63,36.215422,-120.354916,15.0,31.0,17.0,1.0,,,,,,,,
345,1994-03-19,B,Human,Arson/incendiarism,3.0,34.80607815,-88.74971475,,,,,,,,,,,,
346,1993-06-26,C,Human,Equipment and vehicle use,15.0,33.72194444,-116.93611111,,,,,,,,,,,,
347,2005-08-18,A,Human,Arson/incendiarism,0.1,44.4765,-69.91453002,,,,,,,,,,,,
348,2005-07-05,A,Human,Missing data/not specified/undetermined,0.1,43.20752957,-78.05718872,,,,,,,,,,,,
349,2006-08-04,B,Natural,Natural,0.5,46.1918,-113.2221,,,,,,,,,,,,
350,2009-05-04,A,Human,Missing data/not specified/undetermined,0.2,47.40830419,-92.6991513,,,,,,,,,,,,
351,1992-06-03,A,Human,Debris and open burning,0.15,44.54288045,-89.41789007,,,,,,,,,,,,
352,1998-11-07,B,Human,Recreation and ceremony,1.0,33.7667,-81.4833,,,,,,,,,,,,
353,2012-12-23,B,Human,Debris and open burning,2.0,34.105309,-80.186005,5.0,3.0,3.0,1.0,11.375518798828125,-7.681974411010742,289.26275634765625,1678.5042724609375,6.4375,0.0,0.0,0.0
354,2002-07-03,B,Human,Arson/incendiarism,2.2,31.84759692,-82.82839663,,,,,,,,,,,,
355,1994-07-01,B,Natural,Natural,0.5,43.83166667,-103.54666667,,,,,,,,,,,,
356,2007-06-26,B,Human,Missing data/not specified/undetermined,1.0,36.77305555,-121.60305555,,,,,,,,,,,,
357,2005-04-14,B,Human,Debris and open burning,0.5,38.2426,-76.54161997,,,,,,,,,,,,
358,2018-04-22,B,Human,Missing data/not specified/undetermined,3.0,46.61071,-102.197074,0.0,2.0,0.0,0.0,,,,,,,,
359,2017-09-15,A,Human,Missing data/not specified/undetermined,0.01,33.697971,-117.338334,24.0,31.0,10.0,3.0,,,,,,,,
360,2005-08-21,B,Human,Arson/incendiarism,0.5,35.37357,-78.08309,,,,,,,,,,,,
361,1993-04-06,B,Human,Misuse of fire by a minor,1.8,45.973,-89.8918,,,,,,,,,,,,
362,2003-01-26,B,Human,Other causes,8.0,46.1972,-93.7978,,,,,,,,,,,,
363,2008-03-24,B,Human,Equipment and vehicle use,1.0,31.47,-97.34,,,,,,,,,,,,
364,2010-06-07,A,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.25,38.576512,-121.513567,0.0,9.0,0.0,0.0,5.71230411529541,13.204533576965332,295.73046875,964.5879516601562,193.5,0.0,0.0,0.0
365,1996-07-03,A,Human,Missing data/not specified/undetermined,0.1,35.085,-80.995,,,,,,,,,,,,
366,1999-04-14,B,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.5,44.01666667,-69.2,,,,,,,,,,,,
367,1995-03-21,C,Human,Debris and open burning,15.0,33.76365,-85.43858,,,,,,,,,,,,
368,1992-08-13,A,Human,Misuse of fire by a minor,0.1,33.91,-117.23388888,,,,,,,,,,,,
369,2009-04-19,A,Human,Missing data/not specified/undetermined,0.11,34.0908,-118.365,,,,,,,,,,,,
370,2016-08-29,B,Human,Missing data/not specified/undetermined,1.0,33.46723,-97.78613,6.0,2.0,5.0,2.0,,,,,,,,
371,1995-12-08,A,Human,Missing data/not specified/undetermined,0.03,31.2584,-83.2155,,,,,,,,,,,,
372,2018-02-01,B,Human,Arson/incendiarism,0.75,30.9837,-89.8867,14.0,9.0,5.0,3.0,,,,,,,,
373,2006-03-26,A,Human,Arson/incendiarism,0.2,34.96443998,-79.24391001,,,,,,,,,,,,
374,2000-02-07,B,Human,Arson/incendiarism,4.0,34.0269,-79.0175,,,,,,,,,,,,
375,1997-03-11,C,Human,Missing data/not specified/undetermined,25.0,34.0208,-80.0042,,,,,,,,,,,,
376,2012-08-27,A,Human,Missing data/not specified/undetermined,0.1,36.52002,-88.88628,0.0,6.0,0.0,0.0,4.60736083984375,-0.173828125,300.11962890625,551.9317016601562,1382.25,0.0,0.0,0.0
377,2005-01-15,A,Human,Arson/incendiarism,0.2,37.54959584,-81.96030174,,,,,,,,,,,,
378,2014-10-03,A,Human,Missing data/not specified/undetermined,0.1,43.1345,-77.495,9.0,4.0,9.0,3.0,,,,,,,,
379,2002-03-25,C,Human,Debris and open burning,30.0,37.238,-84.175,,,,,,,,,,,,
380,1998-07-06,A,Human,Missing data/not specified/undetermined,0.1,38.70694444,-121.08611111,,,,,,,,,,,,
381,1994-02-28,B,Human,Missing data/not specified/undetermined,4.0,27.245,-81.2439,,,,,,,,,,,,
382,2014-02-22,D,Human,Debris and open burning,177.8,35.7358,-96.45155,30.0,29.0,23.0,5.0,,,,,,,,
383,2015-09-28,B,Human,Equipment and vehicle use,3.0,38.27,-96.17,7.0,6.0,7.0,1.0,,,,,,,,
384,2005-08-21,A,Natural,Natural,0.25,38.85361111,-120.11166667,,,,,,,,,,,,
385,1999-10-08,B,Human,Equipment and vehicle use,2.0,34.15,-80.75,,,,,,,,,,,,
386,2006-12-10,B,Human,Missing data/not specified/undetermined,2.0,30.11278001,-82.63388997,,,,,,,,,,,,
387,2017-11-03,A,Human,Debris and open burning,0.1,38.780607,-121.178709,0.0,0.0,0.0,0.0,,,,,,,,
388,2011-08-15,C,Human,Debris and open burning,30.0,32.793598,-96.059604,5.0,3.0,6.0,1.0,0.3277559280395508,0.35210704803466797,299.689208984375,334.5730285644531,1069.125,0.0,0.0,0.0
389,2007-08-25,C,Human,Debris and open burning,10.0,30.62486,-96.15303,,,,,,,,,,,,
390,2008-07-03,B,Human,Debris and open burning,0.5,29.225,-81.38583,,,,,,,,,,,,
391,2014-04-14,B,Human,Arson/incendiarism,1.25,41.03407,-76.14937,8.0,9.0,12.0,1.0,,,,,,,,
392,1993-10-19,A,Human,Recreation and ceremony,0.1,43.235,-122.42333333,,,,,,,,,,,,
393,1993-05-23,A,Human,Missing data/not specified/undetermined,0.1,33.0467,-111.7474,,,,,,,,,,,,
394,2013-08-15,B,Missing data/not specified/undetermined,Missing data/not specified/undetermined,7.0,38.2616,-120.42585,43.0,65.0,41.0,5.0,0.8562355041503906,-3.776273727416992,296.8388671875,763.2283325195312,0.0,0.0,0.0,0.0
395,2014-06-05,A,Human,Missing data/not specified/undetermined,0.1,43.1553,-77.6123,0.0,0.0,2.0,1.0,,,,,,,,
396,2016-05-28,B,Human,Debris and open burning,4.0,35.7694,-110.5369,20.0,12.0,24.0,5.0,,,,,,,,
397,2020-08-09,A,Missing data/not specified/undetermined,Missing data/not specified/undetermined,0.1,47.43962647,-114.13641336,48.0,42.0,32.0,10.0,,,,,,,,
398,1992-10-24,B,Human,Equipment and vehicle use,0.3,29.7,-83.41,,,,,,,,,,,,
399,2005-02-14,B,Missing data/not specified/undetermined,Missing data/not specified/undetermined,2.0,18.087214,-66.887108,,,,,,,,,,,,
400,2010-07-12,A,Natural,Natural,0.05,31.91811132,-81.94794736,0.0,0.0,0.0,0.0,-0.46578311920166016,5.096487998962402,298.98193359375,548.2050170898438,453.5625,0.0,0.0,0.0
401,2014-02-23,B,Natural,Natural,1.0,32.49493333,-94.22461667,13.0,12.0,7.0,2.0,,,,,,,,
402,2004-04-10,B,Human,Missing data/not specified/undetermined,2.0,30.80916997,-86.46583,,,,,,,,,,,,
403,2009-07-01,B,Human,Arson/incendiarism,3.0,35.00045,-79.15555,,,,,,,,,,,,
404,2012-12-06,B,Human,Equipment and vehicle use,0.5,32.436786,-86.667169,22.0,25.0,14.0,3.0,6.56536865234375,-0.274566650390625,294.0390930175781,892.2193603515625,0.59375,0.0,0.0,0.0
405,1996-06-21,A,Human,Missing data/not specified/undetermined,0.1,48.4166,-118.2678,,,,,,,,,,,,
406,2002-12-18,C,Human,Arson/incendiarism,30.0,33.4047,-80.4769,,,,,,,,,,,,
407,1995-06-11,B,Human,Debris and open burning,2.0,44.66366661,-84.55761553,,,,,,,,,,,,
408,2010-12-26,A,Human,Missing data/not specified/undetermined,0.1,40.64911254,-73.83737552,0.0,0.0,0.0,0.0,-0.3158702850341797,-1.949371337890625,279.41375732421875,679.5540161132812,0.0,0.0,0.0,0.0
409,2009-04-27,C,Missing data/not specified/undetermined,Missing data/not specified/undetermined,40.0,17.998768,-66.168312,,,,,,,,,,,,
410,1993-09-06,A,Natural,Natural,0.1,45.15833333,-116.525,,,,,,,,,,,,
411,2016-11-19,A,Human,Debris and open burning,0.1,33.480625,-84.81976389,13.0,8.0,12.0,3.0,,,,,,,,
412,2001-06-16,B,Human,Debris and open burning,2.0,34.6803,-79.9281,,,,,,,,,,,,
413,2005-04-09,B,Human,Missing data/not specified/undetermined,0.7,48.8414,-99.8321,,,,,,,,,,,,
414,2000-07-27,B,Human,Debris and open burning,6.97,31.2926,-82.7376,,,,,,,,,,,,
415,2002-07-08,B,Natural,Natural,1.0,44.28222222,-120.10833333,,,,,,,,,,,,
416,2012-03-02,C,Human,Arson/incendiarism,11.0,36.08816,-91.73057,17.0,14.0,41.0,3.0,5.523191452026367,-6.12249755859375,291.0722961425781,807.2310180664062,4.34375,0.0,0.0,0.0
417,2006-09-10,A,Human,Equipment and vehicle use,0.25,31.5298194,-93.21788812,,,,,,,,,,,,
418,2001-01-31,B,Human,Debris and open burning,2.0,34.1094,-79.8139,,,,,,,,,,,,
419,2003-05-20,B,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1.0,42.19,-71.7,,,,,,,,,,,,
420,2005-04-13,B,Human,Missing data/not specified/undetermined,1.5,42.54124487,-77.89916737,,,,,,,,,,,,
